DIAGRAMA SECCION WEB,,,,,,,
Título principal,Tienda de alimentos,,,,,,
Subtítulo descriptivo,Alimentos agroecológicos 100 % mexicanos — compra directa o por suscripción,,,,,,
,,,,,,,
Canastas de temporada,Descripción + tabla con tamaños/precios + botón 'Comprar',Tabla visual clara,Categoría principal de compra,,,,
P-WEB-PRO-023,JAMÓN DE PECHUGA DE PAVO 250 G,PROTEINA ANIMAL, $175.00 ,,,,
P-WEB-SEC-037,JENGIBRE 50 G,ESPECIAS, $46.00 ,,,,
P-WEB-LAC-005,LECHE ENTERA DE VACA 1 L,HUEVO Y LÁCTEOS, $65.00 ,,,Leche de Nuez Orgánica y Miel de Maguey 500 ml I Arca Tierra,"Leche de nuez, elaborada con nuez orgánica y endulzada con miel de maguey. De cultivo orgánico y procesada en frío."
P-WEB-LAC-006,LECHE SEMIDESCREMADA DE VACA 1 L,HUEVO Y LÁCTEOS, $61.00 ,,,Leche semidescremada de vaca presentacion 1L | Arca Tierra,"Leche de vacas de libre pastoreo, con mayor cantidad de omega 3 y vitamina E, y mejor calidad de nutrientes en comparación con la leche convencional."
P-WEB-SEC-038,LENTEJA 500 G,"GRANOS, SEMILLAS Y CEREALES", $39.00 ,,,,
P-WEB-PRO-018,LOMO DE CERDO 1 KG,PROTEINA ANIMAL, $550.00 ,,,,
P-WEB-SEC-039,MACADAMIA 100 G,"GRANOS, SEMILLAS Y CEREALES", $78.00 ,,,,
P-WEB-PRO-019,MANTECA DE CERDO,ACEITES Y GRASAS, $195.00 ,,,,
P-WEB-SEC-041,MANTEQUILLA DE CACAHUATE CACAO 272 ML,MERMELADAS Y UNTABLES, $135.00 ,,,,
P-WEB-SEC-042,MANTEQUILLA DE CACAHUATE CRUNCHY 272 ML,MERMELADAS Y UNTABLES, $121.00 ,,,,
P-WEB-SEC-043,MELISA PARA TE 50 G,INFUSIONES Y TE , $142.00 ,,,,
P-WEB-SEC-044,MENTAS PARA TE 50 G,INFUSIONES Y TE , $142.00 ,,,,
P-WEB-SEC-045,MERMELADA DE HIGO 300 G,MERMELADAS Y UNTABLES, $104.00 ,,,,
P-WEB-SEC-046,MERMELADA DE JAMAICA 300 G,MERMELADAS Y UNTABLES, $104.00 ,,,,
P-WEB-SEC-047,MERMELADA DE NARANJA 300 G,MERMELADAS Y UNTABLES, $104.00 ,,,,
P-WEB-SEC-048,MERMELADA GUAYABAMIEL 300 G,MERMELADAS Y UNTABLES, $120.00 ,,,,
P-WEB-SEC-049,MEZCLA DE FLORES DE AZAHAR Y HIERBAS 50 G,INFUSIONES Y TE , $130.00 ,,,,
P-WEB-SEC-050,MEZCLA DE MENTAS Y JENGIBRE DESHIDRATADOS 50 G,INFUSIONES Y TE , $125.00 ,,,,
P-WEB-SEC-051,MIEL DE LAS CHINAMPAS 250 G,ENDULZANTES, $90.00 ,,,,
P-WEB-PRO-017,MILANESA DE CERDO,PROTEINA ANIMAL, $455.00 ,,,,
P-WEB-PRO-010,MILANESA DE POLLO 500 G,PROTEINA ANIMAL, $185.00 ,,,,
P-WEB-SEC-052,MOSTAZA DE ESTRAGON 150 ML,CONDIMENTOS, $120.00 ,,,,
P-WEB-SEC-053,MOSTAZA DIJON 255 ML,CONDIMENTOS, $95.00 ,,,,
P-WEB-SEC-054,NIBS DE CACAO 100 G,CACAO Y CHOCOLATE, $59.00 ,,,,
P-WEB-SEC-055,NUEZ PECANA 100 G,"GRANOS, SEMILLAS Y CEREALES", $63.00 ,,,,
P-WEB-SEC-056,OREGANO 50 G,ESPECIAS, $32.00 ,,,,
P-WEB-PRO-011,OSSOBUCO DE RES 1 KG,PROTEINA ANIMAL, $315.00 ,,,,
P-WEB-PRO-012,PECHUGA DE POLLO ENTERA CON HUESO 650 G,PROTEINA ANIMAL, $240.00 ,,,,
P-WEB-SEC-058,PEPITA DE CALABAZA 100 G,"GRANOS, SEMILLAS Y CEREALES", $31.00 ,,,,
P-WEB-SEC-033,PEREJIL DESHIDRATADO 20 G,ESPECIAS, $76.00 ,,,,
P-WEB-PRO-013,PICAÑA DE RES 1.5 KG,PROTEINA ANIMAL, $530.00 ,,,,
P-WEB-SEC-059,PILONCILLO GRANULADO 250 G,ENDULZANTES, $29.00 ,,,,
P-WEB-SEC-060,PIMIENTA CAYENA 50 G,ESPECIAS, $30.00 ,,,,
P-WEB-SEC-061,PIMIENTA GORDA 50 G,ESPECIAS, $26.00 ,,,,
P-WEB-SEC-082,PIMIENTA NEGRA,ESPECIAS, $85.00 ,,,,
P-WEB-SEC-062,POLEN 40 ML,TE Y HIERBAS MEDICINALES, $140.00 ,,,,
P-WEB-SEC-063,PROPOLEO 70 G,TE Y HIERBAS MEDICINALES, $140.00 ,,,,
P-WEB-LAC-007,QUESO MANCHEGO 1 KG,HUEVO Y LACTEOS, $357.00 ,,,Queso manchego artesanal de las chinampas 1 k  | Arca Tierra,"Queso manchego artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para tabla de quesos."
P-WEB-LAC-009,QUESO MANCHEGO 250 G,HUEVO Y LACTEOS, $89.00 ,,,Queso manchego artesanal de las chinampas  250 g | Arca Tierra,"Queso manchego artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para tabla de quesos."
P-WEB-LAC-008,QUESO MANCHEGO 500 G,HUEVO Y LACTEOS, $178.00 ,,,Queso manchego artesanal de las chinampas  500 g | Arca Tierra,"Queso manchego artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para tabla de quesos."
P-WEB-LAC-010,QUESO OAXACA 1 KG,HUEVO Y LACTEOS, $214.00 ,,,Queso Oaxaca Artesanal de Chinampas 1 k | Arca Tierra,"Queso Oaxaca artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para snack o quesadillas."
P-WEB-LAC-011,QUESO OAXACA 250 G,HUEVO Y LACTEOS, $53.00 ,,,Queso Oaxaca Artesanal de Chinampas 250 g | Arca Tierra,"Queso Oaxaca artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para snack o quesadillas."
P-WEB-LAC-012,QUESO OAXACA 500 G,HUEVO Y LACTEOS, $107.00 ,,,Queso Oaxaca Artesanal de Chinampas 500 g | Arca Tierra,"Queso Oaxaca artesanal, elaborado en Xochimilco. Proviene de vacas en pastoreo, ordeñadas por don Tomás Flores. Sin químicos. Ideal para snack o quesadillas."
P-WEB-SEC-064,RIGATONI INTEGRAL ORGANICO 454 G,PASTAS, $88.00 ,,,,
P-WEB-SEC-065,SAL DE CHAUTENGO 500 G,CONDIMENTOS, $18.50 ,,,,
P-WEB-SEC-086,SAL DE MANANTIAL 100G,CONDIMENTOS, $20.00 ,,,,
P-WEB-PRO-024,SALCHICHA DE PECHUGA DE PAVO 250 G,PROTEINA ANIMAL, $117.00 ,,,,
P-WEB-PRO-015,SALCHICHAS BRATWURST,PROTEINA ANIMAL, $247.00 ,,,,
P-WEB-PRO-016,SALCHICHAS DE HIERBAS FINAS,PROTEINA ANIMAL, $247.00 ,,,,
P-WEB-SEC-067,SALSA CATRINA 235 ML,CONDIMENTOS, $125.00 ,,,,
P-WEB-SEC-073,SEMILLA DE AMARANTO,"GRANOS, SEMILLAS Y CEREALES", $40.00 ,,,,
P-WEB-SEC-068,SEMILLA DE CARDAMOMO 50 G,"GRANOS, SEMILLAS Y CEREALES", $98.00 ,,,,
P-WEB-SEC-069,SEMILLA DE GIRASOL 100 G,"GRANOS, SEMILLAS Y CEREALES", $13.00 ,,,,
P-WEB-PRO-014,TOCINO AHUMADO 350 G,PROTEINA ANIMAL, $245.00 ,,,,
P-WEB-MAI-003,TORTILLA AZUL 600 G,MAIZ, $37.00 ,,,,
P-WEB-MAI-004,TORTILLA BLANCA 600 G,MAIZ, $37.00 ,,,,
P-WEB-SEC-070,VINAGRE DE MANZANA 250 ML,CONDIMENTOS, $75.00 ,,,,
P-WEB-SEC-071,VINAGRE DE MUCILAGO DE CACAO 250 ML,CONDIMENTOS, $57.00 ,,,,
P-WEB-LAC-013,YOGURT DE VACA 480 G,HUEVO Y LACTEOS, $60.00 ,,,,
P-WEB-LAC-014,YOGURT GRIEGO DE VACA 480 G,HUEVO Y LACTEOS, $90.00 ,,,Yogur griego de leche orgánica de vaca 480 g | Arca Tierra,"Yogur griego orgánico de leche de vaca, cremoso y espeso. Ideal para desayunos, aderezos, salsas y agregar acidez a tus platillos favoritos."
P-WEB-SEC-072,ZACATE LIMON DESHIDRATADO PARA TE 50 G,TE Y HIERBAS MEDICINALES, $72.00 ,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,PROTEINAS ,,,,"¿Por qué es carne regenerativa?

-No se añaden químicos a la dieta del animal.
-No se usan granos en la dieta del animal.
-No se usan hormonas, antigarrapaticidas, desparasitantes, antibióticos u otras sustancias químicas para el cuidado de la vida del animal que afectan nuestra salud momento de consumo.
-No se usan agroquímicos en el suelo donde pastan libremente los animales.

Beneficios de la carne de origen regenerativo:
-Consumos de carne a base de celulosa vegetal (libre pastoreo) y no carbohidratos y azúcares que se dan en la alimentación a base de granos concentrados.
-Mayor concentración de vitaminas y minerales.
-Contribución a la captura de carbono a través del libre pastoreo.
-Regeneración de la capa fértil del suelo a través del libre pastoreo.
-Conservación de flora y fauna silvestre.
-Creación de un ecosistema natural protegido.
-Comercio local.
-Pago justo.",,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
